"SQ1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"Personal income (thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","1948Q1","1948Q2","1948Q3","1948Q4","1949Q1","1949Q2","1949Q3","1949Q4","1950Q1","1950Q2","1950Q3","1950Q4","1951Q1","1951Q2","1951Q3","1951Q4","1952Q1","1952Q2","1952Q3","1952Q4","1953Q1","1953Q2","1953Q3","1953Q4","1954Q1","1954Q2","1954Q3","1954Q4","1955Q1","1955Q2","1955Q3","1955Q4","1956Q1","1956Q2","1956Q3","1956Q4","1957Q1","1957Q2","1957Q3","1957Q4","1958Q1","1958Q2","1958Q3","1958Q4","1959Q1","1959Q2","1959Q3","1959Q4","1960Q1","1960Q2","1960Q3","1960Q4","1961Q1","1961Q2","1961Q3","1961Q4","1962Q1","1962Q2","1962Q3","1962Q4","1963Q1","1963Q2","1963Q3","1963Q4","1964Q1","1964Q2","1964Q3","1964Q4","1965Q1","1965Q2","1965Q3","1965Q4","1966Q1","1966Q2","1966Q3","1966Q4","1967Q1","1967Q2","1967Q3","1967Q4","1968Q1","1968Q2","1968Q3","1968Q4","1969Q1","1969Q2","1969Q3","1969Q4","1970Q1","1970Q2","1970Q3","1970Q4","1971Q1","1971Q2","1971Q3","1971Q4","1972Q1","1972Q2","1972Q3","1972Q4","1973Q1","1973Q2","1973Q3","1973Q4","1974Q1","1974Q2","1974Q3","1974Q4","1975Q1","1975Q2","1975Q3","1975Q4","1976Q1","1976Q2","1976Q3","1976Q4","1977Q1","1977Q2","1977Q3","1977Q4","1978Q1","1978Q2","1978Q3","1978Q4","1979Q1","1979Q2","1979Q3","1979Q4","1980Q1","1980Q2","1980Q3","1980Q4","1981Q1","1981Q2","1981Q3","1981Q4","1982Q1","1982Q2","1982Q3","1982Q4","1983Q1","1983Q2","1983Q3","1983Q4","1984Q1","1984Q2","1984Q3","1984Q4","1985Q1","1985Q2","1985Q3","1985Q4","1986Q1","1986Q2","1986Q3","1986Q4","1987Q1","1987Q2","1987Q3","1987Q4","1988Q1","1988Q2","1988Q3","1988Q4","1989Q1","1989Q2","1989Q3","1989Q4","1990Q1","1990Q2","1990Q3","1990Q4","1991Q1","1991Q2","1991Q3","1991Q4","1992Q1","1992Q2","1992Q3","1992Q4","1993Q1","1993Q2","1993Q3","1993Q4","1994Q1","1994Q2","1994Q3","1994Q4","1995Q1","1995Q2","1995Q3","1995Q4","1996Q1","1996Q2","1996Q3","1996Q4","1997Q1","1997Q2","1997Q3","1997Q4","1998Q1","1998Q2","1998Q3","1998Q4","1999Q1","1999Q2","1999Q3","1999Q4","2000Q1","2000Q2","2000Q3","2000Q4","2001Q1","2001Q2","2001Q3","2001Q4","2002Q1","2002Q2","2002Q3","2002Q4","2003Q1","2003Q2","2003Q3","2003Q4","2004Q1","2004Q2","2004Q3","2004Q4","2005Q1","2005Q2","2005Q3","2005Q4","2006Q1","2006Q2","2006Q3","2006Q4","2007Q1","2007Q2","2007Q3","2007Q4","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4"
"35000","New Mexico",670512,679484,707768,720088,741924,763868,770392,768108,853844,855556,848712,895712,937104,987820,1045084,1053152,1097332,1101348,1101144,1102840,1152788,1150960,1150848,1158500,1166428,1171172,1183764,1201572,1250460,1276436,1289684,1306060,1352796,1372064,1389012,1423204,1508692,1541832,1588676,1580288,1658964,1715408,1740528,1789528,1835596,1847532,1848196,1883552,1884288,1903120,1904004,1928616,1955512,1983208,2012744,2019196,2056756,2066048,2071096,2083384,2100516,2109916,2147036,2200668,2213644,2252916,2277100,2300072,2326068,2365752,2440340,2460796,2478076,2513656,2522360,2564684,2565012,2594608,2614884,2636720,2708188,2786740,2855404,2923564,3026144,3089460,3150960,3231488,3332560,3443084,3531108,3604264,3692784,3826616,3883112,3985080,4115148,4222824,4364760,4586972,4623104,4753396,4911188,5079448,5202372,5350572,5539084,5659728,5895536,6094084,6299808,6489388,6646544,6802308,6988580,7184356,7347516,7591380,7827532,8145952,8388224,8705476,9044208,9269292,9586788,9821764,10113624,10444040,10785416,10908496,11365480,11818108,12048632,12379700,12952980,13369896,13522980,13731268,13893656,14249372,14391984,14701968,14988604,15264524,15628596,16052696,16485740,16707272,17212148,17397492,17627300,17900636,18117616,18176228,18317296,18411704,18641596,18868480,19159736,19538504,19698716,20018516,20206692,20526048,21133464,21470384,21629112,21952312,22534024,22778220,23243704,23571248,24150000,24510668,24746900,25294732,25872344,26543372,26839452,26857552,28069732,28293688,28518228,29209140,29625012,30088292,30740988,31428408,32179688,32499640,33005176,33308020,33825980,34357388,34583876,34872724,35714516,35893308,36295796,36608180,37700292,37987008,38286080,38793132,38665996,39003120,39367288,40393836,41192804,42407972,43106504,44037588,45440784,46136580,46570508,46956072,47112516,47750468,48012668,48418940,48304540,48970552,49545156,50328544,51071304,51656044,52338284,53854504,54253312,55845084,56705588,57377860,58973568,59550876,60040680,60795056,61972724,62850480,63897064,64674996,65744810,68766200,67143374,66756932,65521189,65726956,65709839,66135988,66730846,67690212,68657062,69652780,70811195,71461176,72268797,72743384,73505146,74367632,73862098,74988804,73108803,73534620,73690393,73951600,75384628,76741048,78027728,79271196,79209687,80049447,80462582,81080636
"36000","New York",25306884,25648232,26377396,26565032,26002688,25945884,25980220,26138356,26970084,27234984,28222680,29194128,29210084,30086716,30502312,31009924,30723108,31148516,31862924,32970456,33176888,33837372,33938300,33995836,34437492,34520204,34835696,35650684,35847380,36694984,37619308,38432180,38437932,39105300,39710044,40654200,41226576,41782564,42290588,42375612,42777884,43234472,43900432,44503372,45144520,45997312,46524908,47160340,47933996,48123436,48427836,48667396,49211800,50042168,50754604,51788520,52235836,52971320,53533424,53853244,54340328,54930984,55570116,56554052,57768100,58722372,59734148,60258284,61129040,61922248,63516424,64459944,65638368,66750544,67873520,69155796,70713580,71748792,73212704,74784148,76765176,79160532,81318820,83257124,81455448,83155624,84769808,86269984,87549804,89950908,91358296,91801752,94201292,95820604,96928088,98623396,99194204,101530880,104125280,107611212,107954056,108833192,109788092,111981956,113525340,116842128,119651140,122293100,123822144,126743964,128742932,130338956,132224804,133066544,136414940,137782460,140444284,143814016,147282116,150801728,153278788,157003716,160174940,164183128,167098516,170490988,176010300,180499752,185169856,189471544,195133736,202954744,206995384,211675432,219325076,222960120,226422368,230617340,235971096,240870000,243437428,248840972,253677516,261435592,267425660,275699180,283552612,289368940,293231344,296465052,300568324,305208336,312175428,316190256,321590820,325842572,331492496,336898972,342522320,351035008,367966288,367095968,374100824,386808640,392923580,402794672,409609892,412043040,423901832,430959492,437927808,436779816,425360736,431645300,434659980,438829668,447258392,452171012,459547008,470650908,457255136,467937944,473364980,480510904,471108236,484507072,485890412,497746356,504500360,508712476,515113228,518193436,528440012,536903388,539500460,547943540,555476604,561385568,572090164,584304812,583326480,596833672,600746460,605786648,620108260,621990348,632913404,637309008,654931616,664792688,674627968,690806196,692859712,688662072,702549568,687361088,690043056,697263960,694491700,695593760,694714184,710250152,718408824,729955996,733333808,746285888,760981980,776389568,774431472,784313956,795960004,812187632,832183656,843553840,850914352,871810900,912560820,905894652,914892760,923240544,944256925,950898216,943392051,929512812,902371892,924087128,923005256,930838872,941404954,960777840,959004554,963340440,1004403237,1002035876,1009579467,1013100948,1026163251,1043293488,1047789229,1084230252,1039839485,1053977148,1061254447,1068142472,1079407231,1089326736,1104460833,1119216612,1116653231,1139830112,1153804945,1159652161
"37000","North Carolina",3722824,3917324,3922544,3957684,3877220,3835372,3858444,3780784,4255036,4313580,4599984,4702028,4724880,5005812,5101852,5285288,5138512,5123704,5128616,5324656,5376200,5419464,5452064,5313352,5506032,5486644,5485908,5572968,5750404,5922052,6099784,6125932,6210168,6330304,6380324,6552824,6447848,6422264,6433708,6338324,6722120,6683724,6798336,6861684,7084792,7221756,7293684,7379548,7400872,7640780,7748656,7795280,7836316,7946288,8272328,8315424,8461256,8630292,8758080,8875096,8964840,9035584,9138692,9375252,9606984,9801952,9899372,10230596,10441064,10480128,10810408,11022644,11395016,11717104,12040976,12324816,12547996,12650544,12840284,13245364,13531592,13978252,14337292,14641136,15162636,15666448,16104708,16323804,16801288,17124664,17445580,17692508,18042372,18585300,19156952,19398612,20431664,20840804,21356172,22339384,22896720,23689640,24260464,25383196,25830440,26202320,26884996,27165884,27224744,28404560,29271452,30377008,30950768,31453796,32466480,32933196,33383200,34457224,35456236,36719380,37751988,38920108,40051400,41261840,42172828,42876992,43956252,45547796,46729168,47587316,49498856,51923412,52894712,53987812,56347788,57144216,57424420,58670656,59813260,60155724,61767948,63127032,65188148,67157932,69725884,72022868,73755400,75369420,76564652,77773124,79322576,81224344,82540580,83887212,85746996,87011996,88442760,90097832,92117364,94677176,96214992,98858956,101493136,103521140,106325596,108618640,109497112,111841300,114306556,115836436,116697052,116178792,117079508,119623760,122141532,124900092,127911804,131198864,133404128,134784472,137166848,139734436,141195708,144385688,145877236,148588036,150594932,153878200,157034880,159232344,161291428,164562856,166505704,171507480,173247288,176480796,181104312,182503724,185717888,189954932,193528076,196883976,200819644,204409304,207503696,208541876,211264116,214182672,220294536,224786932,227568012,228496332,232947684,234819808,232926012,234747660,235055900,237478164,238036944,238848504,239608064,242067620,246395632,251663668,255304060,260867252,265886156,271186208,275388804,278953556,282381912,286084172,296262280,298645560,302258420,307563552,315332476,318471612,321002360,325205060,329303990,340817612,334835098,332504720,325760971,330951248,331837765,332259448,337061316,340079300,340273048,342657404,349592688,352362440,355043992,356847836,370544434,375465164,377294630,383965520,369835412,370405956,372482244,375401200,381345115,387070428,392389645,397245096,400961765,406548138,411494207,414452772
"38000","North Dakota",795640,910028,861148,832312,745148,758164,740016,703360,831156,791288,865268,957268,908644,873672,881476,920732,815377,842997,837941,794645,834136,847864,814440,851100,854564,839616,856368,891316,893544,946032,995020,964436,974248,981872,988068,1017880,974316,1031560,1033560,1034140,1179020,1181616,1160908,1166060,1119220,1076872,1070068,1081508,1142460,1191588,1255312,1257404,1092452,1013664,1126996,1212032,1399208,1530320,1573168,1724876,1605608,1446716,1387784,1359108,1376936,1408124,1454756,1525544,1598392,1670012,1690128,1753676,1758472,1682704,1688240,1663152,1682880,1707788,1714088,1692916,1737884,1731092,1779756,1852780,1865220,1986588,2054748,2070800,2082332,2028104,2114844,2193640,2277452,2399872,2450520,2578280,2620332,2499580,3015336,3424172,3403192,3940624,3999152,4811356,4479844,4003528,3637108,3892664,3915256,4141904,4410908,4333876,4177860,4129704,4051944,4109392,3938276,4004544,4171356,4991744,5083672,5142056,5170604,6087528,5293252,5291612,5508936,5961176,5379236,5219400,4997188,5522600,6519068,6676192,7134596,7327612,7021044,7176052,7263216,8489116,7787496,7877120,7871116,8014168,8370336,8411440,8559988,8629756,8747432,8741676,8747792,8892564,8693864,8863100,9030156,9055348,9050844,9160424,9195256,9239720,8560756,8245940,8662116,8426068,9388632,9468076,9524668,9646276,10161128,10254016,10358724,10387500,10307764,10347400,10441048,10544112,11187528,11352828,11533128,11572004,11451376,11529512,11596368,11674056,12487180,12461036,12512648,12719760,12357056,12557756,12619884,12780496,13708448,14335428,14112764,14127712,13506220,13656332,13919516,14152048,14897612,15031140,15193636,15414008,14936836,15089388,15287100,15766100,16297920,16506856,16813444,16818416,16843840,16991052,17051720,16955152,17118496,17127192,17398400,17682476,18335452,18698404,19035896,19301344,18899336,19131456,19068852,19535412,19858856,20267576,20477628,20620140,21009976,21259428,21279424,21723152,22955408,23257248,23652772,24563216,26622000,27293824,27090320,26632840,25840750,26068060,26320594,26626812,27925946,28606132,29216998,30141356,31565081,32186068,33209567,34224908,36968847,38264408,39157549,41073696,38631264,39200748,39875496,39725260,39913524,41337296,41585168,42223592,41567357,41017528,40966497,41112096
"39000","Ohio",11877472,12068832,12398868,12390656,11770700,11652420,11617440,11582572,12389260,12567812,13076664,13587180,14421420,14895140,15008048,15257784,15460016,15665936,16049088,16724892,17315544,17612932,17644240,17559004,17466632,17465856,17533012,17917232,18377828,18821524,19211076,19608104,19767548,20101804,20391384,20895900,21094496,21302044,21492724,21422916,21032312,20812740,21168884,21578792,22058656,22787884,22620272,22925744,23464964,23640164,23554516,23382044,23377496,23784284,24145096,24533152,24837684,25248408,25364324,25519800,25741692,26165872,26445800,26798308,27292832,27780580,28370688,28811668,29433740,29923560,30592028,31477792,32097736,32794612,33487920,34158084,34249208,34067964,34903188,35613764,36804864,37981408,38724940,39587756,40438860,41345468,42331408,43143120,43358452,43845936,44585916,44695240,45530880,46994920,47251568,48012612,49469196,50127124,51070524,53071088,54419116,55593936,57124804,58699940,59605064,60914900,62824472,64020748,64152128,65105836,66702076,68515352,70176448,71588908,73130644,75038696,76020216,79127956,81966224,83978112,84618080,87656304,90045744,92701928,95371112,96349048,99016832,101409268,103951920,104798484,107439492,111921776,112992184,114775668,118413552,119242900,119394836,121005472,122321576,124024664,124472760,127322264,130170068,134035928,138074168,141386720,144275160,146089600,148593056,150321732,151689360,154707904,156408472,157398212,159178516,160798328,163256836,163936192,166846116,170004356,172170908,175802104,180360536,183839216,189230896,189834904,192292600,194853072,198627520,203136520,204499688,205044124,204194068,204827116,208129240,211620132,215826856,220699680,221930436,225390004,226061228,229319604,230767996,234810904,237253096,241472112,243992796,248992224,250759092,253054780,255384152,258314516,260340080,265300784,269233376,271399472,276891192,279840616,283819508,288845932,293488992,296916716,299851696,304609524,304849848,306731672,308960792,315007944,321881776,323983352,327611420,327929060,333819564,335187664,334671872,336281348,335717092,339178948,341883260,343431964,345012180,347698560,349734312,356208704,355379144,361309700,365304404,371628248,367855712,372768116,376516044,381653336,389435468,394157152,397491444,399397364,407938680,408440660,410403820,412378380,418108580,430253980,422292592,417165932,409525136,410056912,408661188,410231372,410257272,416777676,423355784,428774644,440758522,444867020,451630758,454814768,457504867,464045960,464731085,477072508,466253121,470972780,473481731,475480084,482166638,486859384,492130438,497623436,496746625,502937992,507935328,512351899
"40000","Oklahoma",2266533,2456713,2416589,2451289,2465957,2518217,2514653,2466481,2663609,2536621,2554497,2648245,2773792,2849988,2970616,3100256,3100772,3177748,3285804,3238016,3275908,3353332,3318840,3334884,3337384,3300772,3326620,3354664,3420732,3474348,3524440,3650444,3659280,3733516,3748596,3824092,3821280,3879356,3970488,3989512,4116652,4188112,4298576,4272624,4364560,4388116,4368548,4483232,4447796,4645404,4671320,4712980,4746132,4742608,4795484,4832696,4944556,4962516,4990244,5032884,5086724,5074532,5172120,5271764,5382140,5493588,5557508,5636316,5758640,5838720,5971384,6079756,6218276,6268704,6342844,6534180,6738904,6809304,7005204,7143900,7299696,7480296,7693588,7848064,8098696,8331680,8573500,8755092,8933116,9213584,9461648,9607392,9837164,10109236,10191240,10413316,10783768,10917392,11174180,11612040,11801808,12333700,12886168,13418500,13532764,13763516,14262784,14577828,15019832,15410336,16009064,16329708,16824936,16969432,17418244,17862128,17921192,18381708,19365244,21118548,20332048,21429540,22302104,23080492,24024244,24697148,25678448,26745704,27618104,27865744,29737992,31307644,32079508,33069028,34871320,36081088,37432892,37835960,38165748,38539996,38473340,38765532,38671536,39566952,40494508,41339312,42117840,42784952,43006272,43190644,43592312,43888296,44191540,43707292,43403560,43200196,43057652,43253172,43613592,43879020,44248728,44988308,45805744,46287104,47593060,48061444,48529044,49136252,49973556,50670816,51410080,51741160,51633516,52120628,52629688,53513068,54779692,55865320,56434816,56515864,57781284,57872240,58012144,58827832,59335280,60440212,60977648,62159784,62488228,63137072,63643500,64323860,65683844,66968252,67718972,68190204,70144716,70256716,70910748,72159324,74408324,75397308,75772684,75983276,77051740,77564992,78491480,80317448,83141696,84966536,86533168,88047232,91014288,92175336,92199284,93127284,92766256,93268148,93788784,94302916,94806812,96182308,96970304,98256224,99803564,101514872,102765500,104694900,106518068,108622504,111009420,113271328,119174024,120253696,120925024,121571140,122408120,124313824,126936140,128795320,135038367,142418736,139754809,136635936,130445481,128543188,127673575,127521120,130542875,133950724,136693257,139418036,143527447,146819816,149545933,151359632,155003587,157320700,157857705,164201840,159765994,161516380,162489890,162971240,166063509,168339416,170567363,171941016,173233916,172555664,173554791,173402475
"41000","Oregon",2241716,2319548,2386580,2408028,2339816,2325440,2320204,2328652,2497892,2515992,2606408,2678932,2789276,2892556,2920396,2979228,2983128,3024404,3110228,3187852,3118080,3129676,3128760,3130540,3071316,3085248,3087168,3166060,3253268,3326364,3388300,3456728,3496972,3574004,3639628,3691304,3542244,3598040,3641568,3649048,3629820,3655420,3725512,3821324,3899436,3985392,4048584,4107088,4162656,4138080,4145192,4132736,4182164,4310872,4335404,4390724,4444192,4529400,4605180,4717408,4738616,4749652,4846400,4951648,5056768,5147472,5269436,5292660,5520580,5569520,5687788,5792240,5927576,6068676,6095840,6238492,6287420,6397048,6497308,6624688,6780140,6960076,7103544,7263220,7477676,7729824,7912936,8008456,8212164,8387064,8576884,8708304,8944404,9226664,9402600,9664700,9971860,10210336,10523428,11023388,11273700,11557124,11796996,12369124,12643072,13098632,13605524,13941700,13978664,14529088,15125172,15503548,16001288,16418528,16931328,17382624,17749200,18261044,18870784,19786576,20459544,21065348,21693732,22451588,23116256,23801736,24611628,25365208,26060920,26149820,26995848,28096272,28482492,28733320,29409736,29282280,29358984,29502932,29764356,30186784,30641580,31244756,31676812,32522108,33285536,33949468,34602392,35027692,35442920,35663092,35975700,36487324,37130796,37607684,38190560,38498248,38838736,39350892,40238052,40994224,41781256,42861020,44060368,44960848,46482332,47473308,48144708,49200756,50569516,51523724,52099772,52496076,53161880,53973308,54699140,55606336,56734476,57850916,58823260,59228300,61288052,61943648,62372248,63676492,64811424,66155084,67351776,68852244,69879796,71129380,72541204,74103944,75305112,77022188,78327028,79633064,80815836,81542920,83035388,84321276,85830292,87044068,88013144,89186212,89730252,90529932,91715656,94016136,96735208,98602304,100313688,100525608,102035420,101981184,101584476,101421780,101958964,102785720,103032896,104080564,104202392,105432964,107312740,109138196,110176872,112369128,113064076,113947656,115253624,116074896,117693512,119741552,124712308,125920972,127519280,129111456,130292108,131948172,133338880,135205092,136544402,141051596,139087838,137317080,134736542,135293812,134466034,134650072,136265648,136393248,137678856,138988896,143293336,144647068,145293920,147100628,150659589,151735044,152099435,154990300,152558487,154258304,155794617,156864792,160051624,162614704,164922724,167022292,169602485,171886682,175298248,175893550
"42000","Pennsylvania",14470808,14633556,15095940,15186996,14786352,14688660,14579656,14521920,15969000,15987404,16490364,17090292,17435608,18020684,18271124,18512876,18425764,18593696,19021944,19791796,20125996,20477744,20501976,20450304,19766308,19780296,19889960,20353572,20436448,20910392,21391364,21856300,22269568,22660944,22976940,23537084,23774908,24025692,24263572,24214824,23952704,23916684,24270364,24641060,24996196,25763104,25257016,25540104,26342804,26374580,26268876,26123512,26264708,26643872,27034628,27446204,27731296,27928756,28051168,28281848,28445344,28916436,29218552,29578684,30075840,30802660,31386256,31968176,32368560,32848056,33708160,34268268,34819560,35476908,36189812,37107104,37669840,38039240,38702652,39242580,40466000,41379512,42170452,42870140,43910124,44953248,45914632,46677984,47383704,48648472,49396628,49829508,50416196,51571620,52168880,53001464,54888740,55628732,56843048,58717352,60034648,61226800,62372096,64013604,65259532,67114484,69034936,70610476,71832520,73224564,75112068,77056600,78682572,79956072,82127440,83559888,85343684,87904720,90288004,92358808,94015672,97077516,99545880,101751040,104959360,106838288,109866296,112521452,115344772,116490196,119672480,124373424,127084548,129242080,133736532,135056164,136817096,139083592,141718920,143015036,143872060,143778452,147476028,152680500,158658724,161464952,159019940,155582556,165389336,167235824,169332668,171906764,180772060,175751248,175758800,177087664,178216184,184923100,191663136,196844368,201172712,202831036,204956452,205113372,216527332,218607928,221685220,224894012,228501276,232456448,235280784,236538584,238332976,241664964,243728164,247578616,252352904,255826620,257369272,259927104,261980948,265434504,267294292,269443972,269543260,273475728,276752484,280689260,283273252,286348480,289171532,292341452,295559404,301620084,305020184,308475468,311938476,315478820,319006972,325174268,329254356,334352828,336215720,341035040,343944548,347251756,351188596,356863524,366610132,372189024,377824928,381685508,385093468,387936312,388072012,389729684,392699916,395362840,397124288,398491932,401987364,406175484,410805840,417185060,419986016,426187100,433338788,440523584,436798952,444154088,450509400,456874244,468932076,474788048,480975012,487061576,495517636,501225576,506510300,511188984,518616723,533128360,527096297,523649552,512860195,516621972,514796969,522214176,520647516,529286200,537210416,544122912,552447682,558877524,565774926,566782212,575341096,580564860,584268800,598347008,581490589,588071804,590547315,593075976,601223705,606296372,612338135,618858628,622080205,626345894,632927139,637485357
"44000","Rhode Island",1127632,1140504,1171644,1184036,1126404,1125964,1135072,1143192,1218672,1222512,1267624,1326380,1336796,1386716,1414220,1439636,1424372,1445956,1478668,1535400,1554628,1578712,1580496,1579340,1560656,1564288,1573864,1608600,1625764,1661192,1698456,1733024,1705972,1732816,1758400,1797840,1766536,1788272,1807316,1813720,1846876,1861496,1898184,1928540,1945732,1963088,2001292,2023172,2018832,2019700,2004748,2018156,2059840,2092708,2124920,2161748,2206736,2271544,2297696,2299040,2328536,2340728,2366948,2423736,2448040,2494472,2543204,2588608,2623716,2671432,2785200,2800080,2880772,2926012,3009512,3072544,3137952,3172364,3261324,3316476,3407076,3512744,3551304,3611036,3622000,3718348,3761336,3852668,3971504,4022620,4178168,4168396,4202548,4234680,4392452,4472780,4610140,4666664,4677664,4882204,4945316,5060016,5050404,5046204,5116508,5208700,5323052,5404884,5479380,5648988,5772864,5900392,6042188,6125420,6328908,6400808,6563048,6712052,6889848,7069220,7138508,7413388,7571136,7766600,8030788,8140360,8434048,8611696,8977152,9147956,9408084,9808108,10103900,10286540,10595024,10626448,10859972,11024420,11365028,11425796,11711336,11899220,12123784,12462672,12773384,13147692,13478784,13720536,14029656,14154092,14320244,14629796,14828540,15238592,15510172,15815812,15948676,16201368,16653492,17114200,17458740,17946636,18382204,18905144,19465376,19765540,19877600,20077116,20258908,20356672,20370100,20244912,20281140,20311960,20457744,20685360,20940872,21324420,21526600,21771288,21980328,22197520,22561536,22489528,22623692,22779756,22825912,23239044,23626036,24086548,24345012,24386692,24507408,24894956,25078516,25447592,25888744,26320988,26501888,27097468,27688260,28108524,28489592,28821520,28821556,29253680,29754272,30216448,31080128,31356068,32038736,32455992,33117740,33396012,33341048,33658316,34372732,34800184,34988044,35260884,36007348,36175664,36733864,37370808,37524312,38098268,38622512,38612160,38521320,38936012,39127540,39722268,40221980,41081892,41793060,41804536,42824812,42831136,43130944,43306036,43982204,44846400,44023504,43921248,42865968,43215608,43321448,43737848,44118969,44925032,45368383,45607112,45932954,46756492,46851494,46844500,47979278,48381312,48365666,49311164,48282086,48403384,48793450,48950148,50297899,50692060,51165901,51951644,52036390,52869995,53171747,53543726
"45000","South Carolina",1788500,1845800,1869956,1915224,1811024,1805416,1802224,1785912,1956876,1941008,2023076,2076696,2343088,2480612,2574148,2675232,2644828,2691148,2727832,2764616,2776512,2810176,2787916,2791744,2665404,2628600,2618460,2675852,2688496,2779740,2885072,2896632,2878044,2909084,2936544,2979604,3005952,3057028,3083944,3079236,3108660,3136172,3184960,3237564,3339772,3382520,3447684,3497504,3489396,3614620,3628640,3616616,3624620,3701212,3808344,3929420,3978116,3998772,4042676,4115984,4188516,4233952,4271028,4375172,4464136,4537116,4595088,4734024,4822984,4935960,5185748,5314552,5497180,5646636,5779344,5837960,5992280,6023532,6179964,6344616,6515284,6763484,6908732,7030144,7269128,7510852,7712732,7885780,8094280,8289668,8424844,8645640,8809988,9126088,9290244,9418288,9839736,10035688,10411104,10844956,11093256,11437444,11789548,12279148,12719360,12963248,13402532,13666848,13591440,14133948,14555540,15130544,15522268,15802708,16334672,16466828,16726564,17237736,17741840,18354744,18948276,19435968,20075788,20687496,21212888,21741704,22465452,23268968,23864256,24282552,25068320,26108128,26990756,27553216,28396140,28824560,29074100,29425096,29868600,30464500,30991244,31870104,32660616,33622312,34806348,35637156,36414416,37010904,37620148,38140984,38802824,39570648,40445036,40918136,41387288,41940876,42668208,43511736,44500092,45846824,46076052,47507160,48737808,49548596,51896356,51383148,51924348,53699416,54860032,55974692,56610632,56882336,57465028,58022160,58644964,59798764,60882216,62149664,62903788,63337700,64488016,65211836,65904152,66390964,67751240,69077372,70024968,71099984,72522124,73219288,73827064,74760060,76114760,77996468,78991140,79913972,81696080,82421064,83625844,85331860,86747044,88713212,90477932,91931376,92574836,93480068,94803260,96176456,98843188,101197924,102002492,102679560,104358084,105025452,105017632,106067872,106180592,107790564,108320412,109239756,109999820,110798900,112103556,113719240,114949596,117781456,119539844,121622256,122692224,124618444,126223400,128673572,133571856,134860908,136628356,138502336,141522684,143865876,144969000,146371344,148842734,154953608,151657570,150511608,148205689,149427316,149044195,149980568,149823052,151849100,153172588,154411336,157739128,159874628,160875500,161149808,165427302,166878240,166957126,170609980,167213634,168203096,170306802,171354056,173153692,176584016,178441232,180790160,182434999,185286680,187885119,189536185
"46000","South Dakota",877664,942748,977584,887836,750520,702516,684460,698856,780936,813968,881720,930068,978800,1014448,1012028,984632,898656,873388,883464,883148,911028,975672,940072,1019680,1028352,984176,979808,957096,922968,919660,914140,924716,935704,960276,977936,1063396,1061784,1128032,1200320,1227536,1173236,1198164,1195844,1178720,1074036,1028752,1080564,1136056,1220568,1304280,1376184,1392784,1357292,1300656,1321868,1346664,1490772,1520508,1496836,1560560,1519184,1472124,1457004,1436616,1421024,1432664,1436088,1480664,1536880,1590768,1679848,1685844,1775916,1744740,1739776,1761340,1760588,1749516,1800996,1819684,1863464,1885192,1926604,1964288,1997116,2043656,2106684,2173044,2189736,2254708,2291644,2313980,2355868,2416020,2520336,2620532,2617776,2728056,2884400,3213416,3229408,3540480,3597604,4071364,3864552,3549692,3540988,3528900,3836420,3940656,4087812,4138532,4063040,3968952,3771168,4013012,4360444,4268716,4446932,4864296,4965968,5035688,5107932,5549516,5442640,5566948,5768648,5941100,5894860,5195392,5595172,6190580,6396176,6523980,6817780,6851628,6778128,6975936,7015116,7367092,7124904,7266060,7368092,7547792,8078516,8220336,8368692,8497676,8473668,8501064,8514684,8582508,8628840,8817484,9039776,9099632,9201004,9266392,9388008,9602088,9573228,9723184,9831976,9911352,10324532,10440728,10550460,10749268,11295440,11455812,11615716,11686036,11687316,11945808,11981596,12357220,12698104,12988536,13133768,13145724,13420320,13611648,13523412,13787912,14480104,14578824,14571196,14893484,14630328,14753716,15008752,15344516,16280696,16726952,16487892,16521840,16640980,16625188,17025992,17116584,17849048,18071256,18191640,18751196,18698836,19040456,19239164,19956144,20126672,20544028,20800132,20967720,21424592,21544192,21587800,21670552,21387296,21466692,21796264,22107820,23207440,23479724,23710344,24124736,24839032,25078600,25030088,25400800,25536332,25842480,26091664,26269920,26198504,26439692,26583216,26951080,28613160,29283036,29657252,30421808,32113434,32611104,32003886,31435336,30953494,31146984,31220038,31488416,32031894,32507108,33253978,33462960,35954968,36199984,36564156,37128244,37453467,37639072,36033077,38389540,37944322,37823492,37916794,37736256,37875085,38918744,38743271,38987708,38037270,38582153,38844726,39085354
