,,"All values, costs, and indexes are in current dollars (nominals)",,,,,
"STATE","Date","Home Value","Structure Cost","Land Value","Land Share","Home Price Index","Land Price Index"
"OK","1975Q4",20285,19271,1014,0.05,0.224,0.000
"OK","1976Q1",20994,19944,1050,0.05,0.232,0.000
"OK","1976Q2",21808,20718,1090,0.05,0.241,0.000
"OK","1976Q3",22643,21511,1132,0.05,0.250,0.000
"OK","1976Q4",23507,22332,1175,0.05,0.260,0.000
"OK","1977Q1",24418,23197,1221,0.05,0.270,0.000
"OK","1977Q2",25420,24149,1271,0.05,0.281,0.000
"OK","1977Q3",26582,25253,1329,0.05,0.294,0.000
"OK","1977Q4",27910,26515,1396,0.05,0.308,0.000
"OK","1978Q1",29408,27938,1470,0.05,0.325,0.001
"OK","1978Q2",31046,29494,1552,0.05,0.343,0.001
"OK","1978Q3",32735,31099,1637,0.05,0.361,0.002
"OK","1978Q4",34406,32686,1720,0.05,0.380,0.003
"OK","1979Q1",36021,33624,2397,0.0665420314,0.398,0.004
"OK","1979Q2",37544,34567,2977,0.079292853,0.415,0.005
"OK","1979Q3",38976,35558,3417,0.0876792683,0.430,0.006
"OK","1979Q4",40311,36533,3779,0.0937427938,0.445,0.006
"OK","1980Q1",41552,37395,4157,0.1000350052,0.459,0.007
"OK","1980Q2",42682,38186,4496,0.1053382648,0.471,0.008
"OK","1980Q3",43785,38921,4864,0.111098841,0.483,0.008
"OK","1980Q4",44893,39611,5282,0.1176502259,0.496,0.009
"OK","1981Q1",46135,40335,5800,0.1257186666,0.509,0.010
"OK","1981Q2",47573,41098,6475,0.1361065856,0.525,0.011
"OK","1981Q3",49148,41952,7196,0.1464113752,0.543,0.013
"OK","1981Q4",50761,42958,7803,0.1537261833,0.561,0.014
"OK","1982Q1",52350,44085,8266,0.1578920497,0.578,0.015
"OK","1982Q2",53869,45250,8620,0.1600121261,0.595,0.015
"OK","1982Q3",55283,46329,8955,0.161977266,0.610,0.016
"OK","1982Q4",56575,47178,9397,0.1660976601,0.625,0.017
"OK","1983Q1",57680,47669,10010,0.1735504797,0.637,0.018
"OK","1983Q2",58551,47896,10656,0.1819865238,0.647,0.019
"OK","1983Q3",59126,47968,11158,0.1887162599,0.653,0.020
"OK","1983Q4",59386,47997,11389,0.1917712812,0.656,0.021
"OK","1984Q1",59389,48125,11264,0.1896616569,0.656,0.020
"OK","1984Q2",59264,48308,10957,0.1848807467,0.654,0.020
"OK","1984Q3",59086,48497,10589,0.1792125814,0.652,0.019
"OK","1984Q4",58929,48661,10268,0.174249768,0.651,0.019
"OK","1985Q1",58818,48751,10066,0.1711427787,0.649,0.018
"OK","1985Q2",58773,48797,9976,0.1697448526,0.649,0.018
"OK","1985Q3",58800,48806,9994,0.1699661534,0.649,0.018
"OK","1985Q4",58868,48789,10079,0.1712097094,0.650,0.018
"OK","1986Q1",58957,48817,10140,0.171987738,0.651,0.018
"OK","1986Q2",58932,48856,10076,0.17097989,0.651,0.018
"OK","1986Q3",58674,48954,9720,0.1656622967,0.648,0.018
"OK","1986Q4",58194,49150,9044,0.1554156326,0.643,0.016
"OK","1987Q1",57512,49442,8069,0.1403064524,0.635,0.015
"OK","1987Q2",56637,49834,6803,0.1201178644,0.625,0.012
"OK","1987Q3",55683,50256,5427,0.0974667541,0.615,0.010
"OK","1987Q4",54851,50654,4197,0.0765116848,0.606,0.008
"OK","1988Q1",54283,50960,3323,0.0612189467,0.599,0.006
"OK","1988Q2",54056,51213,2843,0.0525941475,0.597,0.005
"OK","1988Q3",54147,51440,2707,0.05,0.598,0.005
"OK","1988Q4",54541,51814,2727,0.05,0.602,0.005
"OK","1989Q1",55161,52403,2758,0.05,0.609,0.006
"OK","1989Q2",55918,53122,2796,0.05,0.617,0.007
"OK","1989Q3",56697,53862,2835,0.05,0.626,0.008
"OK","1989Q4",57419,54548,2871,0.05,0.634,0.010
"OK","1990Q1",58101,55196,2905,0.05,0.642,0.011
"OK","1990Q2",58778,55839,2939,0.05,0.649,0.013
"OK","1990Q3",59101,56146,2955,0.05,0.653,0.014
"OK","1990Q4",59456,56483,2973,0.05,0.657,0.015
"OK","1991Q1",59865,56872,2993,0.05,0.661,0.015
"OK","1991Q2",60303,57287,3015,0.05,0.666,0.015
"OK","1991Q3",60765,57727,3038,0.05,0.671,0.016
"OK","1991Q4",61249,58186,3062,0.05,0.676,0.017
"OK","1992Q1",61762,58674,3088,0.05,0.682,0.018
"OK","1992Q2",62320,59204,3116,0.05,0.688,0.021
"OK","1992Q3",62972,59823,3149,0.05,0.695,0.023
"OK","1992Q4",63742,60555,3187,0.05,0.704,0.027
"OK","1993Q1",64621,61390,3231,0.05,0.714,0.031
"OK","1993Q2",65581,62302,3279,0.05,0.724,0.035
"OK","1993Q3",66574,63246,3329,0.05,0.735,0.040
"OK","1993Q4",67552,64174,3378,0.05,0.746,0.046
"OK","1994Q1",68467,65044,3423,0.05,0.756,0.054
"OK","1994Q2",69296,65831,3465,0.05,0.765,0.064
"OK","1994Q3",70037,66535,3502,0.05,0.773,0.073
"OK","1994Q4",70720,67184,3536,0.05,0.781,0.081
"OK","1995Q1",71369,67801,3568,0.05,0.788,0.085
"OK","1995Q2",72031,68430,3602,0.05,0.795,0.087
"OK","1995Q3",72727,69090,3636,0.05,0.803,0.088
"OK","1995Q4",73439,69767,3672,0.05,0.811,0.091
"OK","1996Q1",74156,70448,3708,0.05,0.819,0.097
"OK","1996Q2",74864,71120,3743,0.05,0.827,0.105
"OK","1996Q3",75547,71770,3777,0.05,0.834,0.116
"OK","1996Q4",76212,72401,3811,0.05,0.842,0.128
"OK","1997Q1",76888,73043,3844,0.05,0.849,0.143
"OK","1997Q2",77600,73720,3880,0.05,0.857,0.161
"OK","1997Q3",78378,74459,3919,0.05,0.865,0.182
"OK","1997Q4",79254,75291,3963,0.05,0.875,0.206
"OK","1998Q1",80245,76233,4012,0.05,0.886,0.235
"OK","1998Q2",81341,77274,4067,0.05,0.898,0.269
"OK","1998Q3",82516,78390,4126,0.05,0.911,0.312
"OK","1998Q4",83745,79557,4187,0.05,0.925,0.370
"OK","1999Q1",84969,80720,4248,0.05,0.938,0.447
"OK","1999Q2",86155,81847,4308,0.05,0.951,0.543
"OK","1999Q3",87310,82945,4366,0.05,0.964,0.657
"OK","1999Q4",88420,83999,4421,0.05,0.976,0.780
"OK","2000Q1",89500,85025,4475,0.05,0.988,0.895
"OK","2000Q2",90561,86033,4528,0.05,1.000,1.000
"OK","2000Q3",91614,86689,4925,0.0537610664,1.012,1.088
"OK","2000Q4",92668,87479,5190,0.0560027922,1.023,1.147
"OK","2001Q1",93715,88352,5364,0.0572338284,1.035,1.188
"OK","2001Q2",94762,89290,5472,0.0577462761,1.046,1.213
"OK","2001Q3",95809,90223,5586,0.0583029721,1.058,1.239
"OK","2001Q4",96847,91072,5774,0.0596234843,1.069,1.282
"OK","2002Q1",97889,91676,6213,0.0634666124,1.081,1.379
"OK","2002Q2",98934,92101,6833,0.0690669062,1.092,1.517
"OK","2002Q3",100004,92316,7689,0.0768858046,1.104,1.708
"OK","2002Q4",101109,92296,8813,0.0871617133,1.116,1.959
"OK","2003Q1",102223,92332,9891,0.0967585012,1.129,2.202
"OK","2003Q2",103365,92414,10950,0.1059398261,1.141,2.440
"OK","2003Q3",104540,92862,11678,0.1117113291,1.154,2.605
"OK","2003Q4",105745,93987,11758,0.1111949422,1.168,2.624
"OK","2004Q1",106985,95931,11054,0.1033245482,1.181,2.468
"OK","2004Q2",108266,98495,9771,0.0902478089,1.196,2.182
"OK","2004Q3",109628,101300,8328,0.0759665155,1.211,1.861
"OK","2004Q4",111155,103970,7186,0.0646448143,1.227,1.606
"OK","2005Q1",112829,106030,6799,0.0602564911,1.246,1.520
"OK","2005Q2",114651,107749,6902,0.0601987635,1.266,1.544
"OK","2005Q3",116578,109293,7285,0.0624890418,1.287,1.630
"OK","2005Q4",118544,110829,7716,0.0650856305,1.309,1.728
"OK","2006Q1",120482,112452,8030,0.0666508438,1.330,1.800
"OK","2006Q2",122343,114048,8295,0.0678032274,1.351,1.862
"OK","2006Q3",124134,115434,8699,0.0700801087,1.371,1.954
"OK","2006Q4",125869,116429,9440,0.075000826,1.390,2.124
"OK","2007Q1",127488,117186,10302,0.0808056512,1.408,2.322
"OK","2007Q2",128872,117799,11073,0.0859232149,1.423,2.499
"OK","2007Q3",130027,118713,11313,0.087006548,1.436,2.557
"OK","2007Q4",130838,120367,10471,0.0800297897,1.445,2.369
"OK","2008Q1",131298,122811,8486,0.0646346315,1.450,1.921
"OK","2008Q2",131509,124933,6575,0.05,1.452,1.299
"OK","2008Q3",131614,125033,6581,0.05,1.453,0.768
"OK","2008Q4",131780,125191,6589,0.05,1.455,0.562
"OK","2009Q1",132172,125563,6609,0.05,1.459,0.560
"OK","2009Q2",132669,124933,7736,0.0583110336,1.465,0.656
"OK","2009Q3",133103,123629,9474,0.0711765432,1.470,0.803
"OK","2009Q4",133400,122025,11375,0.0852683191,1.473,0.965
"OK","2010Q1",133510,121221,12289,0.0920485371,1.474,1.042
"OK","2010Q2",133389,120945,12444,0.0932912012,1.473,1.056
"OK","2010Q3",133095,121627,11468,0.0861650577,1.470,0.974
"OK","2010Q4",132759,123702,9056,0.0682153004,1.466,0.770
"OK","2011Q1",132587,125958,6629,0.05,1.464,0.538
"OK","2011Q2",132786,126147,6639,0.05,1.466,0.328
"OK","2011Q3",133245,126583,6662,0.05,1.471,0.280
"OK","2011Q4",134051,126587,7464,0.0556809507,1.480,0.314
"OK","2012Q1",135107,126594,8513,0.063008557,1.492,0.358
"OK","2012Q2",136422,126605,9818,0.071964679,1.506,0.413
"OK","2012Q3",137970,126619,11351,0.0822733942,1.524,0.478
"OK","2012Q4",139678,126637,13041,0.0933641984,1.542,0.550
"OK","2013Q1",141462,126660,14803,0.104640544,1.562,0.626
"OR","1975Q1",31138,28615,2523,0.0810409054,0.167,0.000
"OR","1975Q2",31981,29175,2806,0.0877527389,0.172,0.000
"OR","1975Q3",32874,29716,3157,0.0960479483,0.177,0.000
"OR","1975Q4",33845,30232,3613,0.1067501298,0.182,0.000
"OR","1976Q1",34987,30754,4233,0.1209757064,0.188,0.000
"OR","1976Q2",36315,31276,5039,0.1387650558,0.195,0.000
"OR","1976Q3",37899,31841,6058,0.1598566932,0.204,0.000
"OR","1976Q4",39725,32488,7238,0.1821967629,0.214,0.000
"OR","1977Q1",41748,33218,8530,0.2043158429,0.225,0.000
"OR","1977Q2",43929,34025,9904,0.2254630389,0.236,0.000
"OR","1977Q3",46249,34850,11399,0.2464740844,0.249,0.000
"OR","1977Q4",48624,35642,12982,0.2669881312,0.262,0.000
"OR","1978Q1",51000,36435,14565,0.2855938228,0.274,0.000
"OR","1978Q2",53368,37202,16165,0.30290702,0.287,0.000
"OR","1978Q3",55640,38062,17578,0.3159238619,0.299,0.000
"OR","1978Q4",57735,39108,18627,0.3226282894,0.311,0.000
"OR","1979Q1",59565,40364,19201,0.3223610908,0.320,0.000
"OR","1979Q2",61063,41773,19289,0.3158928595,0.328,0.000
"OR","1979Q3",62249,43203,19046,0.3059704515,0.335,0.000
"OR","1979Q4",63131,44520,18612,0.2948079859,0.340,0.000
"OR","1980Q1",63727,45640,18088,0.2838281241,0.343,0.000
"OR","1980Q2",64077,46628,17449,0.272312464,0.345,0.000
"OR","1980Q3",64168,47618,16549,0.2579095778,0.345,0.000
"OR","1980Q4",63824,48733,15090,0.2364367259,0.343,0.000
"OR","1981Q1",63161,50099,13062,0.2068021299,0.340,0.000
"OR","1981Q2",62424,51604,10820,0.173334827,0.336,0.000
"OR","1981Q3",61771,53166,8604,0.1392958472,0.332,0.000
"OR","1981Q4",61419,54694,6725,0.1094987889,0.330,0.000
"OR","1982Q1",61535,55962,5572,0.0905520195,0.331,0.000
"OR","1982Q2",61871,57054,4818,0.0778654884,0.333,0.000
"OR","1982Q3",62432,57912,4521,0.0724079611,0.336,0.000
"OR","1982Q4",63065,58484,4581,0.0726408026,0.339,0.000
"OR","1983Q1",63508,58769,4739,0.0746195339,0.342,0.000
"OR","1983Q2",63770,58821,4949,0.0776000943,0.343,0.000
"OR","1983Q3",63842,58728,5114,0.0801105272,0.343,0.000
"OR","1983Q4",63784,58584,5201,0.0815341263,0.343,0.000
"OR","1984Q1",63661,58579,5083,0.0798405313,0.342,0.000
"OR","1984Q2",63529,58625,4904,0.0771877804,0.342,0.000
"OR","1984Q3",63450,58748,4702,0.0741085119,0.341,0.000
"OR","1984Q4",63452,58966,4486,0.0706916596,0.341,0.000
"OR","1985Q1",63441,59233,4208,0.0663227711,0.341,0.000
"OR","1985Q2",63449,59542,3907,0.0615802637,0.341,0.000
"OR","1985Q3",63507,59820,3687,0.0580629523,0.342,0.000
"OR","1985Q4",63650,59995,3655,0.0574250758,0.342,0.000
"OR","1986Q1",63870,60058,3812,0.0596871469,0.344,0.000
"OR","1986Q2",64121,60052,4069,0.0634607049,0.345,0.000
"OR","1986Q3",64358,60086,4272,0.0663812247,0.346,0.000
"OR","1986Q4",64564,60267,4297,0.0665549209,0.347,0.000
"OR","1987Q1",64783,60668,4115,0.0635247489,0.348,0.000
"OR","1987Q2",64998,61222,3776,0.0580932592,0.350,0.000
"OR","1987Q3",65251,61824,3427,0.0525253087,0.351,0.000
"OR","1987Q4",65653,62370,3283,0.05,0.353,0.000
"OR","1988Q1",66303,62987,3315,0.05,0.357,0.000
"OR","1988Q2",67213,63853,3361,0.05,0.362,0.000
"OR","1988Q3",68389,64969,3419,0.05,0.368,0.000
"OR","1988Q4",69780,66291,3489,0.05,0.375,0.000
"OR","1989Q1",71424,67853,3571,0.05,0.384,0.000
"OR","1989Q2",73351,69683,3668,0.05,0.395,0.000
"OR","1989Q3",75566,71788,3778,0.05,0.406,0.000
"OR","1989Q4",78045,74143,3902,0.05,0.420,0.000
"OR","1990Q1",80732,76695,4037,0.05,0.434,0.000
"OR","1990Q2",83490,79316,4175,0.05,0.449,0.000
"OR","1990Q3",86299,81984,4315,0.05,0.464,0.000
"OR","1990Q4",88868,84425,4443,0.05,0.478,0.000
"OR","1991Q1",91212,86652,4561,0.05,0.491,0.000
"OR","1991Q2",93405,88735,4670,0.05,0.502,0.001
"OR","1991Q3",95535,90759,4777,0.05,0.514,0.001
"OR","1991Q4",97690,92806,4885,0.05,0.525,0.001
"OR","1992Q1",99928,94932,4996,0.05,0.538,0.001
"OR","1992Q2",102246,97133,5112,0.05,0.550,0.002
"OR","1992Q3",104665,99432,5233,0.05,0.563,0.002
"OR","1992Q4",107207,101846,5360,0.05,0.577,0.002
"OR","1993Q1",109899,104404,5495,0.05,0.591,0.003
"OR","1993Q2",112800,107160,5640,0.05,0.607,0.005
"OR","1993Q3",115920,110124,5796,0.05,0.624,0.008
"OR","1993Q4",119222,113261,5961,0.05,0.641,0.012
"OR","1994Q1",122628,116497,6131,0.05,0.660,0.017
"OR","1994Q2",126091,119786,6305,0.05,0.678,0.023
"OR","1994Q3",129509,123034,6475,0.05,0.697,0.030
"OR","1994Q4",132814,126173,6641,0.05,0.714,0.038
"OR","1995Q1",135962,129164,6798,0.05,0.731,0.052
"OR","1995Q2",138965,132016,6948,0.05,0.747,0.071
"OR","1995Q3",141902,134807,7095,0.05,0.763,0.098
"OR","1995Q4",144831,137590,7242,0.05,0.779,0.132
"OR","1996Q1",147793,140404,7390,0.05,0.795,0.170
"OR","1996Q2",150761,143223,7538,0.05,0.811,0.214
"OR","1996Q3",153665,145982,7683,0.05,0.827,0.262
"OR","1996Q4",156444,148360,8084,0.0516758666,0.842,0.317
"OR","1997Q1",159015,149338,9676,0.0608510837,0.855,0.380
"OR","1997Q2",161312,150189,11123,0.0689538803,0.868,0.437
"OR","1997Q3",163397,150924,12473,0.0763371866,0.879,0.492
"OR","1997Q4",165351,151555,13796,0.0834345051,0.889,0.545
"OR","1998Q1",167293,152181,15112,0.0903311289,0.900,0.599
"OR","1998Q2",169338,152771,16567,0.0978354602,0.911,0.658
"OR","1998Q3",171422,153399,18023,0.1051381902,0.922,0.718
"OR","1998Q4",173517,154129,19388,0.1117355265,0.933,0.774
"OR","1999Q1",175601,155053,20548,0.1170174203,0.945,0.822
"OR","1999Q2",177659,156115,21544,0.1212668431,0.956,0.863
"OR","1999Q3",179670,157295,22375,0.1245315408,0.966,0.898
"OR","1999Q4",181684,158569,23114,0.1272213885,0.977,0.929
"OR","2000Q1",183756,159775,23981,0.1305058726,0.988,0.963
"OR","2000Q2",185908,161056,24851,0.1336743077,1.000,1.000
"OR","2000Q3",188247,162296,25951,0.1378562451,1.013,1.047
"OR","2000Q4",190825,163429,27396,0.1435684415,1.026,1.109
"OR","2001Q1",193601,164517,29084,0.1502274088,1.041,1.185
"OR","2001Q2",196534,165416,31118,0.1583327533,1.057,1.272
"OR","2001Q3",199605,166297,33308,0.1668700112,1.074,1.366
"OR","2001Q4",202819,167249,35569,0.1753750807,1.091,1.462
"OR","2002Q1",206209,168169,38040,0.1844748116,1.109,1.565
"OR","2002Q2",209796,169108,40689,0.1939432047,1.128,1.678
"OR","2002Q3",213602,169815,43787,0.2049947337,1.149,1.810
"OR","2002Q4",217667,170085,47582,0.218601851,1.171,1.971
"OR","2003Q1",222068,170266,51803,0.2332737418,1.195,2.152
"OR","2003Q2",226881,170383,56498,0.249019899,1.220,2.352
"OR","2003Q3",232224,171105,61120,0.2631931412,1.249,2.549
"OR","2003Q4",238324,173061,65263,0.2738421265,1.282,2.726
"OR","2004Q1",245342,176503,68838,0.2805816511,1.320,2.874
"OR","2004Q2",253454,181236,72219,0.2849383329,1.363,3.020
"OR","2004Q3",262847,186463,76383,0.2906003619,1.414,3.199
"OR","2004Q4",273584,191486,82098,0.3000829669,1.472,3.445
"OR","2005Q1",285655,195408,90247,0.3159311713,1.537,3.796
"OR","2005Q2",298926,198693,100233,0.3353098503,1.608,4.226
"OR","2005Q3",312974,201647,111327,0.3557064262,1.683,4.705
"OR","2005Q4",327029,204556,122473,0.3745017119,1.759,5.191
"OR","2006Q1",340314,207703,132611,0.3896727802,1.831,5.637
"OR","2006Q2",352233,210840,141393,0.4014188835,1.895,6.028
"OR","2006Q3",362345,213767,148578,0.4100465133,1.949,6.354
"OR","2006Q4",370392,216260,154132,0.4161327673,1.992,6.612
"OR","2007Q1",376192,218508,157684,0.4191587081,2.024,6.793
"OR","2007Q2",379288,220310,158978,0.4191485797,2.040,6.869
"OR","2007Q3",379580,222210,157370,0.4145892833,2.042,6.818
"OR","2007Q4",377400,224621,152779,0.4048202669,2.030,6.636
"OR","2008Q1",373127,227703,145424,0.3897428322,2.007,6.331
"OR","2008Q2",367238,231167,136072,0.3705270048,1.975,5.936
"OR","2008Q3",360221,234484,125737,0.3490558085,1.938,5.494
"OR","2008Q4",352739,237122,115618,0.3277711777,1.897,5.059
"OR","2009Q1",345387,238333,107053,0.3099521657,1.858,4.689
"OR","2009Q2",338351,238557,99794,0.2949430645,1.820,4.376
"OR","2009Q3",332029,237962,94067,0.28330946,1.786,4.129
"OR","2009Q4",326227,236741,89486,0.274305974,1.755,3.931
"OR","2010Q1",320491,236123,84368,0.2632455907,1.724,3.703
"OR","2010Q2",314484,236163,78320,0.249044234,1.692,3.441
"OR","2010Q3",308033,237700,70333,0.2283304547,1.657,3.094
"OR","2010Q4",302119,241674,60445,0.2000697127,1.625,2.663
"OR","2011Q1",297529,246387,51143,0.1718907949,1.600,2.258
"OR","2011Q2",294903,251241,43661,0.1480538797,1.586,1.931
"OR","2011Q3",294507,253092,41415,0.1406259018,1.584,1.835
"OR","2011Q4",296238,253165,43074,0.1454015564,1.593,1.911
"OR","2012Q1",299893,253246,46646,0.1555426024,1.613,2.073
"OR","2012Q2",305274,253340,51934,0.1701225263,1.642,2.313
"OR","2012Q3",311853,253449,58404,0.1872803775,1.677,2.606
"OR","2012Q4",319162,253573,65589,0.2055034037,1.717,2.932
"OR","2013Q1",326884,253714,73169,0.2238394425,1.758,3.277
"PA","1975Q1",30340,27355,2984,0.0983680115,0.242,0.001
"PA","1975Q2",30782,27575,3207,0.104182393,0.246,0.001
"PA","1975Q3",31256,27714,3542,0.113325833,0.250,0.001
"PA","1975Q4",31718,27852,3866,0.1218842738,0.253,0.001
"PA","1976Q1",32209,28124,4085,0.1268219235,0.257,0.001
"PA","1976Q2",32713,28461,4252,0.1299857122,0.261,0.001
"PA","1976Q3",33167,28861,4306,0.1298351473,0.265,0.001
"PA","1976Q4",33601,29318,4282,0.1274459605,0.268,0.001
"PA","1977Q1",34124,29795,4329,0.1268560228,0.273,0.001
"PA","1977Q2",34794,30309,4485,0.1289070598,0.278,0.001
"PA","1977Q3",35524,30833,4691,0.1320464097,0.284,0.001
"PA","1977Q4",36289,31346,4943,0.1362103375,0.290,0.001
"PA","1978Q1",37075,31852,5224,0.1408974923,0.296,0.001
"PA","1978Q2",37904,32351,5553,0.1464991343,0.303,0.001
"PA","1978Q3",38771,32884,5886,0.1518274049,0.310,0.001
"PA","1978Q4",39731,33484,6247,0.1572317041,0.317,0.001
"PA","1979Q1",40767,34174,6594,0.1617371406,0.326,0.001
"PA","1979Q2",41776,34930,6847,0.1638868354,0.334,0.002
"PA","1979Q3",42650,35718,6932,0.1625373599,0.341,0.002
"PA","1979Q4",43380,36502,6877,0.1585401191,0.347,0.002
"PA","1980Q1",43961,37239,6722,0.1529118481,0.351,0.001
"PA","1980Q2",44436,37962,6474,0.1456998875,0.355,0.001
"PA","1980Q3",44911,38685,6226,0.1386292268,0.359,0.001
"PA","1980Q4",45339,39425,5914,0.1304356385,0.362,0.001
"PA","1981Q1",45727,40214,5513,0.1205684045,0.365,0.001
"PA","1981Q2",46083,41028,5056,0.109704099,0.368,0.001
"PA","1981Q3",46403,41868,4535,0.0977237203,0.371,0.001
"PA","1981Q4",46718,42731,3987,0.0853319777,0.373,0.001
"PA","1982Q1",47115,43589,3526,0.0748458386,0.376,0.001
"PA","1982Q2",47555,44444,3111,0.0654218475,0.380,0.001
"PA","1982Q3",48012,45275,2737,0.0569967115,0.384,0.001
"PA","1982Q4",48559,46060,2498,0.0514524467,0.388,0.001
"PA","1983Q1",49224,46763,2461,0.05,0.393,0.001
"PA","1983Q2",49963,47465,2498,0.05,0.399,0.001
"PA","1983Q3",50729,48192,2536,0.05,0.405,0.001
"PA","1983Q4",51487,48913,2574,0.05,0.411,0.001
"PA","1984Q1",52251,49639,2613,0.05,0.418,0.001
"PA","1984Q2",53048,50396,2652,0.05,0.424,0.001
"PA","1984Q3",53869,51176,2693,0.05,0.430,0.001
"PA","1984Q4",54725,51989,2736,0.05,0.437,0.001
"PA","1985Q1",55658,52875,2783,0.05,0.445,0.001
"PA","1985Q2",56703,53868,2835,0.05,0.453,0.002
"PA","1985Q3",57872,54978,2894,0.05,0.462,0.002
"PA","1985Q4",59198,56238,2960,0.05,0.473,0.003
"PA","1986Q1",60742,57705,3037,0.05,0.485,0.004
"PA","1986Q2",62544,59417,3127,0.05,0.500,0.006
"PA","1986Q3",64618,61387,3231,0.05,0.516,0.009
"PA","1986Q4",66949,63602,3347,0.05,0.535,0.015
"PA","1987Q1",69510,66035,3476,0.05,0.555,0.024
"PA","1987Q2",72249,68637,3612,0.05,0.577,0.040
"PA","1987Q3",75061,71308,3753,0.05,0.600,0.064
"PA","1987Q4",77808,73918,3890,0.05,0.622,0.101
"PA","1988Q1",80397,76377,4020,0.05,0.642,0.152
"PA","1988Q2",82777,77696,5081,0.0613788202,0.661,0.215
"PA","1988Q3",84855,78427,6427,0.0757430594,0.678,0.273
"PA","1988Q4",86603,79185,7418,0.0856539889,0.692,0.315
"PA","1989Q1",88081,79942,8139,0.0924027123,0.704,0.346
"PA","1989Q2",89350,80691,8660,0.0969202895,0.714,0.369
"PA","1989Q3",90447,81408,9039,0.0999393698,0.723,0.385
"PA","1989Q4",91335,82069,9267,0.1014562515,0.730,0.395
"PA","1990Q1",91997,82672,9325,0.1013649127,0.735,0.397
"PA","1990Q2",92477,83264,9212,0.0996178859,0.739,0.392
"PA","1990Q3",92998,83888,9110,0.0979551823,0.743,0.388
"PA","1990Q4",93467,84596,8870,0.0949052495,0.747,0.378
"PA","1991Q1",93953,85374,8579,0.091314971,0.751,0.366
"PA","1991Q2",94483,86179,8304,0.0878862779,0.755,0.354
"PA","1991Q3",95097,86911,8187,0.0860900404,0.760,0.350
"PA","1991Q4",95792,87462,8330,0.086958181,0.765,0.356
"PA","1992Q1",96513,87878,8634,0.089461551,0.771,0.370
"PA","1992Q2",97205,88194,9011,0.0926976533,0.777,0.386
"PA","1992Q3",97869,88623,9247,0.0944796341,0.782,0.397
"PA","1992Q4",98529,89366,9163,0.0930018188,0.787,0.393
"PA","1993Q1",99199,90483,8716,0.0878625217,0.793,0.372
"PA","1993Q2",99897,91884,8013,0.0802076344,0.798,0.342
"PA","1993Q3",100608,93297,7312,0.0726739999,0.804,0.312
"PA","1993Q4",101312,94462,6850,0.0676117725,0.810,0.292
"PA","1994Q1",101960,95149,6811,0.0668006622,0.815,0.291
"PA","1994Q2",102520,95531,6989,0.0681738076,0.819,0.298
"PA","1994Q3",102989,95808,7181,0.0697266919,0.823,0.307
"PA","1994Q4",103375,96179,7196,0.0696151977,0.826,0.308
"PA","1995Q1",103744,96879,6865,0.0661707266,0.829,0.294
"PA","1995Q2",104162,97754,6408,0.0615182412,0.832,0.274
"PA","1995Q3",104629,98703,5925,0.0566324408,0.836,0.254
"PA","1995Q4",105145,99619,5526,0.0525602631,0.840,0.237
"PA","1996Q1",105706,100352,5353,0.0506442503,0.845,0.229
"PA","1996Q2",106299,100984,5315,0.05,0.849,0.228
"PA","1996Q3",106907,101561,5345,0.05,0.854,0.230
"PA","1996Q4",107514,102138,5376,0.05,0.859,0.233
"PA","1997Q1",108143,102735,5407,0.05,0.864,0.235
"PA","1997Q2",108802,103362,5440,0.05,0.869,0.237
"PA","1997Q3",109537,104060,5477,0.05,0.875,0.241
"PA","1997Q4",110387,104868,5519,0.05,0.882,0.249
"PA","1998Q1",111366,105797,5568,0.05,0.890,0.262
"PA","1998Q2",112483,106859,5624,0.05,0.899,0.283
"PA","1998Q3",113725,108038,5686,0.05,0.909,0.314
"PA","1998Q4",115092,109337,5755,0.05,0.920,0.361
"PA","1999Q1",116550,110722,5827,0.05,0.931,0.426
"PA","1999Q2",118086,112182,5904,0.05,0.944,0.513
"PA","1999Q3",119709,113723,5985,0.05,0.957,0.620
"PA","1999Q4",121415,115345,6071,0.05,0.970,0.741
"PA","2000Q1",123226,117064,6161,0.05,0.985,0.866
"PA","2000Q2",125146,118888,6257,0.05,1.000,1.000
"PA","2000Q3",127193,119967,7226,0.0568094427,1.016,1.155
"PA","2000Q4",129408,121074,8334,0.0643980099,1.034,1.333
"PA","2001Q1",131802,122131,9671,0.0733764448,1.053,1.552
"PA","2001Q2",134367,123151,11216,0.0834708921,1.074,1.802
"PA","2001Q3",137100,124182,12918,0.0942209453,1.096,2.078
"PA","2001Q4",140020,125253,14767,0.1054669357,1.119,2.377
"PA","2002Q1",143161,126225,16936,0.1182994839,1.144,2.723
"PA","2002Q2",146525,127145,19380,0.1322650029,1.171,3.118
"PA","2002Q3",150108,127832,22276,0.1484005015,1.199,3.586
"PA","2002Q4",153886,128132,25754,0.1673579177,1.230,4.150
"PA","2003Q1",157807,128357,29450,0.1866209214,1.261,4.754
"PA","2003Q2",161898,128535,33363,0.2060765632,1.294,5.391
"PA","2003Q3",166215,129216,37000,0.2226005048,1.328,5.983
"PA","2003Q4",170818,130927,39891,0.2335269775,1.365,6.454
"PA","2004Q1",175784,133923,41862,0.2381418008,1.405,6.773
"PA","2004Q2",181097,137889,43207,0.2385874566,1.447,6.994
"PA","2004Q3",186666,142205,44462,0.238187144,1.492,7.200
